Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2021-01-05,0.012363618736934257,0.010004358381754175,0.008064317226109896,0.0009648094369023585,0.007317368906131216
2021-01-06,-0.03366142841301489,-0.024896614147709384,-0.009867719002749631,-0.025929553269210426,0.028390302267496503
2021-01-07,0.034123166728182275,0.0075771277744003385,0.029868762400800275,0.02845703807143285,0.07944656360858104
2021-01-08,0.008631377704568566,0.006495514374673217,0.01323872285871075,0.006092869287727121,0.07840299470467449
2021-01-11,-0.023248936736171455,-0.021519462280005563,-0.023105697231497024,-0.009698581496562442,-0.07821411721500826
2021-01-12,-0.0013955352912243812,0.002125797051401035,-0.010738593399909013,-0.011770757470558446,0.047152947996006445
2021-01-13,0.016226581895166126,0.014438406874172749,0.005652123748588922,0.006560270340044028,0.005850950889994211
2021-01-14,-0.015127062063854835,-0.012135545173177387,-0.009346138427043349,-0.015345975261452871,-0.011013523157297866
2021-01-15,-0.013730638312295151,-0.007424600125642833,-0.0019066099113280721,-0.0017372323279795099,-0.02229585445953386
2021-01-19,0.00542721781738198,0.005318518294228358,0.032906683790088875,0.01782279131260389,0.022259629183487784
2021-01-20,0.032855858407801364,0.04570048462239673,0.05357322770072104,0.036499767597073296,0.00698599786790699
2021-01-21,0.036658700013308065,0.013363421550624865,0.002170123262545065,0.002808208223267439,-0.006420156263490129
2021-01-22,0.01607360389453083,-0.00446331304512726,0.004463575978082002,0.004356184649687123,0.0019526425140830028
2021-01-25,0.027683547418550614,0.0005376354551673845,0.0009087833493994779,0.015844224183752198,0.040347806114603646
2021-01-26,0.0016795531032700595,0.009754137082109926,0.007216533683786386,0.012198896985220031,0.0025999188207492807
2021-01-27,-0.007683799874149355,-0.02812581228312927,-0.04665217139691957,0.0024533713030161497,-0.02143608477064074
2021-01-28,-0.03498522002668536,0.0015591193708615059,0.018835200665995977,0.02589093058303904,-0.033246240146660666
2021-01-29,-0.03742049852869067,-0.009704654514695155,-0.013943502100276506,-0.029171491043918696,-0.05015373491403896
2021-02-01,0.01651984084892555,0.042629902924745666,0.035959096687793846,0.03315183175810499,0.058321672867634566
2021-02-02,0.006336780583228618,0.011104214562255077,0.013760582862446746,-0.0005840036102041646,0.039270726531715816
2021-02-03,-0.007778476750226582,-0.019961565909300982,0.07282514222314007,0.014571515250537681,-0.020738065332563282
2021-02-04,0.025757779107460133,0.005575845147329783,-0.002549920635747105,-0.0040742816153742645,-0.005499119810906672
2021-02-05,-0.003097700337414633,0.006349415177487883,0.017140343464584484,0.0007854064297267982,0.0026353496607176563
